1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
2685 alignments/orthologs2685.fas	OG0003227	Pa_2_3350
2686 alignments/orthologs2686.fas	OG0003228	Pa_2_3355
2687 alignments/orthologs2687.fas	OG0003229	Pa_2_3370
2688 alignments/orthologs2688.fas	OG0003230	Pa_2_3380
2689 alignments/orthologs2689.fas	OG0003231	Pa_2_3390
2690 alignments/orthologs2690.fas	OG0003232	Pa_2_3400
2691 alignments/orthologs2691.fas	OG0003233	Pa_2_3405
2692 alignments/orthologs2692.fas	OG0003234	Pa_2_3410
2693 alignments/orthologs2693.fas	OG0003235	Pa_2_3420
2694 alignments/orthologs2694.fas	OG0003236	Pa_2_3430
2695 alignments/orthologs2695.fas	OG0003237	Pa_2_3440
2696 alignments/orthologs2696.fas	OG0003238	Pa_2_3450
2697 alignments/orthologs2697.fas	OG0003239	Pa_2_3460
2698 alignments/orthologs2698.fas	OG0003240	Pa_2_3470
2699 alignments/orthologs2699.fas	OG0003241	Pa_2_3480
2700 alignments/orthologs2700.fas	OG0003242	Pa_2_3490
2701 alignments/orthologs2701.fas	OG0003243	Pa_2_3500
2702 alignments/orthologs2702.fas	OG0003244	Pa_2_3510
2703 alignments/orthologs2703.fas	OG0003245	Pa_2_3520
2704 alignments/orthologs2704.fas	OG0003246	Pa_2_3540
2705 alignments/orthologs2705.fas	OG0003247	Pa_2_3550
2706 alignments/orthologs2706.fas	OG0003248	Pa_2_3560
2707 alignments/orthologs2707.fas	OG0003249	Pa_2_3570
2708 alignments/orthologs2708.fas	OG0003250	Pa_2_3590
2709 alignments/orthologs2709.fas	OG0003251	Pa_2_3600
2710 alignments/orthologs2710.fas	OG0003252	Pa_2_3610
2711 alignments/orthologs2711.fas	OG0003253	Pa_2_3630
2712 alignments/orthologs2712.fas	OG0003254	Pa_2_3640
2713 alignments/orthologs2713.fas	OG0003255	Pa_2_3650
2714 alignments/orthologs2714.fas	OG0003256	Pa_2_3660
2715 alignments/orthologs2715.fas	OG0003257	Pa_2_3670
2716 alignments/orthologs2716.fas	OG0003258	Pa_2_3680
2717 alignments/orthologs2717.fas	OG0003259	Pa_2_3690
2718 alignments/orthologs2718.fas	OG0003260	Pa_2_3700
2719 alignments/orthologs2719.fas	OG0003261	Pa_2_3710
2720 alignments/orthologs2720.fas	OG0003262	Pa_2_3720
2721 alignments/orthologs2721.fas	OG0003263	Pa_2_3730
2722 alignments/orthologs2722.fas	OG0003264	Pa_2_3740
2723 alignments/orthologs2723.fas	OG0003265	Pa_2_3760
2724 alignments/orthologs2724.fas	OG0003266	Pa_2_3770
2725 alignments/orthologs2725.fas	OG0003267	Pa_2_3780
2726 alignments/orthologs2726.fas	OG0003268	Pa_2_3790
2727 alignments/orthologs2727.fas	OG0003269	Pa_2_3800
2728 alignments/orthologs2728.fas	OG0003270	Pa_2_3810
2729 alignments/orthologs2729.fas	OG0003271	Pa_2_3820
2730 alignments/orthologs2730.fas	OG0003272	Pa_2_3830
2731 alignments/orthologs2731.fas	OG0003273	Pa_2_3840
2732 alignments/orthologs2732.fas	OG0003274	Pa_2_3850
2733 alignments/orthologs2733.fas	OG0003275	Pa_2_3860
2734 alignments/orthologs2734.fas	OG0003276	Pa_2_3870
2735 alignments/orthologs2735.fas	OG0003277	Pa_2_3880
2736 alignments/orthologs2736.fas	OG0003278	Pa_2_3900
2737 alignments/orthologs2737.fas	OG0003279	Pa_2_3910
2738 alignments/orthologs2738.fas	OG0003280	Pa_2_3920
2739 alignments/orthologs2739.fas	OG0003281	Pa_2_3930
2740 alignments/orthologs2740.fas	OG0003282	Pa_2_3950
2741 alignments/orthologs2741.fas	OG0003283	Pa_2_3960
2742 alignments/orthologs2742.fas	OG0003284	Pa_2_3970
2743 alignments/orthologs2743.fas	OG0003285	Pa_2_3980
2744 alignments/orthologs2744.fas	OG0003286	Pa_2_3990
2745 alignments/orthologs2745.fas	OG0003287	Pa_2_4000
2746 alignments/orthologs2746.fas	OG0003288	Pa_2_4010
2747 alignments/orthologs2747.fas	OG0003289	Pa_2_4020
2748 alignments/orthologs2748.fas	OG0003290	Pa_2_4040
2749 alignments/orthologs2749.fas	OG0003291	Pa_2_4030
2750 alignments/orthologs2750.fas	OG0003292	Pa_2_4050
2751 alignments/orthologs2751.fas	OG0003293	Pa_2_4060
2752 alignments/orthologs2752.fas	OG0003294	Pa_2_4070
2753 alignments/orthologs2753.fas	OG0003295	Pa_2_4080
2754 alignments/orthologs2754.fas	OG0003296	Pa_2_4090
2755 alignments/orthologs2755.fas	OG0003297	Pa_2_4100
2756 alignments/orthologs2756.fas	OG0003298	Pa_2_4110
2757 alignments/orthologs2757.fas	OG0003299	Pa_2_4120
2758 alignments/orthologs2758.fas	OG0003300	Pa_2_4130
2759 alignments/orthologs2759.fas	OG0003301	Pa_2_4140
2760 alignments/orthologs2760.fas	OG0003302	Pa_2_4150
2761 alignments/orthologs2761.fas	OG0003303	Pa_2_4160
2762 alignments/orthologs2762.fas	OG0003304	Pa_2_4170
2763 alignments/orthologs2763.fas	OG0003305	Pa_2_4175
2764 alignments/orthologs2764.fas	OG0003306	Pa_2_4190
2765 alignments/orthologs2765.fas	OG0003307	Pa_2_4200
2766 alignments/orthologs2766.fas	OG0003308	Pa_2_4210
2767 alignments/orthologs2767.fas	OG0003309	Pa_2_4220
2768 alignments/orthologs2768.fas	OG0003310	Pa_2_4230
2769 alignments/orthologs2769.fas	OG0003311	Pa_2_4240
2770 alignments/orthologs2770.fas	OG0003312	Pa_2_4250
2771 alignments/orthologs2771.fas	OG0003313	Pa_2_4260
2772 alignments/orthologs2772.fas	OG0003314	Pa_2_4270
2773 alignments/orthologs2773.fas	OG0003315	Pa_2_4290
2774 alignments/orthologs2774.fas	OG0003316	Pa_2_4300
2775 alignments/orthologs2775.fas	OG0003317	Pa_2_4310
2776 alignments/orthologs2776.fas	OG0003318	Pa_2_4320
2777 alignments/orthologs2777.fas	OG0003319	Pa_2_4330
2778 alignments/orthologs2778.fas	OG0003320	Pa_2_4340
2779 alignments/orthologs2779.fas	OG0003321	Pa_2_4350
2780 alignments/orthologs2780.fas	OG0003322	Pa_2_4360
2781 alignments/orthologs2781.fas	OG0003323	Pa_2_4375
2782 alignments/orthologs2782.fas	OG0003324	Pa_2_4390
2783 alignments/orthologs2783.fas	OG0003325	Pa_2_4400
2784 alignments/orthologs2784.fas	OG0003326	Pa_2_4410
2785 alignments/orthologs2785.fas	OG0003327	Pa_2_4420
2786 alignments/orthologs2786.fas	OG0003328	Pa_2_4425
2787 alignments/orthologs2787.fas	OG0003329	Pa_2_4440
2788 alignments/orthologs2788.fas	OG0003330	Pa_2_4450
2789 alignments/orthologs2789.fas	OG0003331	Pa_2_4460
2790 alignments/orthologs2790.fas	OG0003332	Pa_2_4470
2791 alignments/orthologs2791.fas	OG0003333	Pa_2_4540
2792 alignments/orthologs2792.fas	OG0003334	Pa_2_4545
2793 alignments/orthologs2793.fas	OG0003335	Pa_2_4550
2794 alignments/orthologs2794.fas	OG0003336	Pa_2_4560
2795 alignments/orthologs2795.fas	OG0003337	Pa_2_4570
2796 alignments/orthologs2796.fas	OG0003339	Pa_2_4600
2797 alignments/orthologs2797.fas	OG0003340	Pa_2_4610
2798 alignments/orthologs2798.fas	OG0003341	Pa_2_4620
2799 alignments/orthologs2799.fas	OG0003342	Pa_2_4640
2800 alignments/orthologs2800.fas	OG0003343	Pa_2_4660
2801 alignments/orthologs2801.fas	OG0003344	Pa_2_4722
2802 alignments/orthologs2802.fas	OG0003345	Pa_2_4725
2803 alignments/orthologs2803.fas	OG0003346	Pa_2_4730
2804 alignments/orthologs2804.fas	OG0003347	Pa_2_4740
2805 alignments/orthologs2805.fas	OG0003348	Pa_2_4750
2806 alignments/orthologs2806.fas	OG0003349	Pa_2_4760
2807 alignments/orthologs2807.fas	OG0003350	Pa_2_4765
2808 alignments/orthologs2808.fas	OG0003352	Pa_2_4795
2809 alignments/orthologs2809.fas	OG0003353	Pa_2_4800
2810 alignments/orthologs2810.fas	OG0003354	Pa_2_4820
2811 alignments/orthologs2811.fas	OG0003355	Pa_2_4830
2812 alignments/orthologs2812.fas	OG0003356	Pa_2_4840
2813 alignments/orthologs2813.fas	OG0003357	Pa_2_4845
2814 alignments/orthologs2814.fas	OG0003358	Pa_2_4850
2815 alignments/orthologs2815.fas	OG0003359	Pa_2_4855
2816 alignments/orthologs2816.fas	OG0003360	Pa_2_4870
2817 alignments/orthologs2817.fas	OG0003361	Pa_2_4890
2818 alignments/orthologs2818.fas	OG0003362	Pa_2_4930
2819 alignments/orthologs2819.fas	OG0003363	Pa_2_4940
2820 alignments/orthologs2820.fas	OG0003364	Pa_2_4960
2821 alignments/orthologs2821.fas	OG0003365	Pa_2_4970
2822 alignments/orthologs2822.fas	OG0003366	Pa_2_4980
2823 alignments/orthologs2823.fas	OG0003367	Pa_2_4990
2824 alignments/orthologs2824.fas	OG0003368	Pa_2_5000
2825 alignments/orthologs2825.fas	OG0003369	Pa_2_5010
2826 alignments/orthologs2826.fas	OG0003370	Pa_2_5020
2827 alignments/orthologs2827.fas	OG0003371	Pa_2_5030
2828 alignments/orthologs2828.fas	OG0003372	Pa_2_5040
2829 alignments/orthologs2829.fas	OG0003373	Pa_2_5050
2830 alignments/orthologs2830.fas	OG0003374	Pa_2_5060
2831 alignments/orthologs2831.fas	OG0003375	Pa_2_5070
2832 alignments/orthologs2832.fas	OG0003376	Pa_2_5090
2833 alignments/orthologs2833.fas	OG0003377	Pa_2_5110
2834 alignments/orthologs2834.fas	OG0003378	Pa_2_5120
2835 alignments/orthologs2835.fas	OG0003379	Pa_2_5125
2836 alignments/orthologs2836.fas	OG0003380	Pa_2_5130
2837 alignments/orthologs2837.fas	OG0003381	Pa_2_5140
2838 alignments/orthologs2838.fas	OG0003382	Pa_2_5150
2839 alignments/orthologs2839.fas	OG0003383	Pa_2_5160
2840 alignments/orthologs2840.fas	OG0003384	Pa_2_5170
2841 alignments/orthologs2841.fas	OG0003385	Pa_2_5180
2842 alignments/orthologs2842.fas	OG0003386	Pa_2_5190
2843 alignments/orthologs2843.fas	OG0003387	Pa_2_5200
2844 alignments/orthologs2844.fas	OG0003388	Pa_2_5210
2845 alignments/orthologs2845.fas	OG0003389	Pa_2_5220
2846 alignments/orthologs2846.fas	OG0003390	Pa_2_5230
2847 alignments/orthologs2847.fas	OG0003391	Pa_2_5240
2848 alignments/orthologs2848.fas	OG0003392	Pa_2_5250
2849 alignments/orthologs2849.fas	OG0003393	Pa_2_5260
2850 alignments/orthologs2850.fas	OG0003394	Pa_2_5270
2851 alignments/orthologs2851.fas	OG0003395	Pa_2_5280
2852 alignments/orthologs2852.fas	OG0003396	Pa_2_5290
2853 alignments/orthologs2853.fas	OG0003397	Pa_2_5300
2854 alignments/orthologs2854.fas	OG0003398	Pa_2_5310
2855 alignments/orthologs2855.fas	OG0003399	Pa_2_5320
2856 alignments/orthologs2856.fas	OG0003400	Pa_2_5340
2857 alignments/orthologs2857.fas	OG0003401	Pa_2_5360
2858 alignments/orthologs2858.fas	OG0003403	Pa_2_5410
2859 alignments/orthologs2859.fas	OG0003404	Pa_2_5420
2860 alignments/orthologs2860.fas	OG0003405	Pa_2_5430
2861 alignments/orthologs2861.fas	OG0003406	Pa_2_5440
2862 alignments/orthologs2862.fas	OG0003407	Pa_2_5450
2863 alignments/orthologs2863.fas	OG0003408	Pa_2_5460
2864 alignments/orthologs2864.fas	OG0003409	Pa_2_5470
2865 alignments/orthologs2865.fas	OG0003410	Pa_2_5480
2866 alignments/orthologs2866.fas	OG0003411	Pa_2_5490
2867 alignments/orthologs2867.fas	OG0003412	Pa_2_5500
2868 alignments/orthologs2868.fas	OG0003413	Pa_2_5510
2869 alignments/orthologs2869.fas	OG0003414	Pa_2_5520
2870 alignments/orthologs2870.fas	OG0003415	Pa_2_5526
2871 alignments/orthologs2871.fas	OG0003416	Pa_2_5540
2872 alignments/orthologs2872.fas	OG0003417	Pa_2_5550
2873 alignments/orthologs2873.fas	OG0003418	Pa_2_5560
2874 alignments/orthologs2874.fas	OG0003419	Pa_2_5570
2875 alignments/orthologs2875.fas	OG0003420	Pa_2_5580
2876 alignments/orthologs2876.fas	OG0003421	Pa_2_5590
2877 alignments/orthologs2877.fas	OG0003422	Pa_2_5600
2878 alignments/orthologs2878.fas	OG0003423	Pa_2_5610
2879 alignments/orthologs2879.fas	OG0003424	Pa_2_5620
2880 alignments/orthologs2880.fas	OG0003425	Pa_2_5630
2881 alignments/orthologs2881.fas	OG0003426	Pa_2_5640
2882 alignments/orthologs2882.fas	OG0003427	Pa_2_5650
2883 alignments/orthologs2883.fas	OG0003428	Pa_2_5660
2884 alignments/orthologs2884.fas	OG0003429	Pa_2_5670
2885 alignments/orthologs2885.fas	OG0003430	Pa_2_5675
2886 alignments/orthologs2886.fas	OG0003431	Pa_2_5680
2887 alignments/orthologs2887.fas	OG0003432	Pa_2_5690
2888 alignments/orthologs2888.fas	OG0003433	Pa_2_5700
2889 alignments/orthologs2889.fas	OG0003434	Pa_2_5710
2890 alignments/orthologs2890.fas	OG0003435	Pa_2_5713
2891 alignments/orthologs2891.fas	OG0003436	Pa_2_5730
2892 alignments/orthologs2892.fas	OG0003437	Pa_2_5740
2893 alignments/orthologs2893.fas	OG0003438	Pa_2_5760
2894 alignments/orthologs2894.fas	OG0003439	Pa_2_5770
2895 alignments/orthologs2895.fas	OG0003440	Pa_2_5780
2896 alignments/orthologs2896.fas	OG0003441	Pa_2_5790
2897 alignments/orthologs2897.fas	OG0003442	Pa_2_5810
2898 alignments/orthologs2898.fas	OG0003443	Pa_2_5820
2899 alignments/orthologs2899.fas	OG0003444	Pa_2_5823
2900 alignments/orthologs2900.fas	OG0003445	Pa_2_5828
2901 alignments/orthologs2901.fas	OG0003446	Pa_2_5830
2902 alignments/orthologs2902.fas	OG0003447	Pa_2_5840
2903 alignments/orthologs2903.fas	OG0003448	Pa_2_5850
2904 alignments/orthologs2904.fas	OG0003449	Pa_2_5880
2905 alignments/orthologs2905.fas	OG0003450	Pa_2_5885
2906 alignments/orthologs2906.fas	OG0003451	Pa_2_5890
2907 alignments/orthologs2907.fas	OG0003452	Pa_2_5900
2908 alignments/orthologs2908.fas	OG0003453	Pa_2_5910
2909 alignments/orthologs2909.fas	OG0003454	Pa_2_5920
2910 alignments/orthologs2910.fas	OG0003455	Pa_2_5925
2911 alignments/orthologs2911.fas	OG0003456	Pa_2_5930
2912 alignments/orthologs2912.fas	OG0003457	Pa_2_5940
2913 alignments/orthologs2913.fas	OG0003458	Pa_2_5950
2914 alignments/orthologs2914.fas	OG0003459	Pa_2_5960
2915 alignments/orthologs2915.fas	OG0003460	Pa_2_5970
2916 alignments/orthologs2916.fas	OG0003461	Pa_2_5977
2917 alignments/orthologs2917.fas	OG0003462	Pa_2_5980
2918 alignments/orthologs2918.fas	OG0003463	Pa_2_6000
2919 alignments/orthologs2919.fas	OG0003464	Pa_2_6010
2920 alignments/orthologs2920.fas	OG0003465	Pa_2_6020
2921 alignments/orthologs2921.fas	OG0003466	Pa_2_6030
2922 alignments/orthologs2922.fas	OG0003467	Pa_2_6040
2923 alignments/orthologs2923.fas	OG0003468	Pa_2_6050
2924 alignments/orthologs2924.fas	OG0003469	Pa_2_6060
2925 alignments/orthologs2925.fas	OG0003470	Pa_2_6070
2926 alignments/orthologs2926.fas	OG0003471	Pa_2_6080
2927 alignments/orthologs2927.fas	OG0003472	Pa_2_6090
2928 alignments/orthologs2928.fas	OG0003473	Pa_2_6100
2929 alignments/orthologs2929.fas	OG0003474	Pa_2_6110
2930 alignments/orthologs2930.fas	OG0003475	Pa_2_6120
2931 alignments/orthologs2931.fas	OG0003476	Pa_2_6150
2932 alignments/orthologs2932.fas	OG0003477	Pa_2_6160
2933 alignments/orthologs2933.fas	OG0003478	Pa_2_6170
2934 alignments/orthologs2934.fas	OG0003479	Pa_2_6180
2935 alignments/orthologs2935.fas	OG0003480	Pa_2_6190
2936 alignments/orthologs2936.fas	OG0003481	Pa_2_6200
2937 alignments/orthologs2937.fas	OG0003482	Pa_2_6210
2938 alignments/orthologs2938.fas	OG0003483	Pa_2_6220
2939 alignments/orthologs2939.fas	OG0003484	Pa_2_6230
2940 alignments/orthologs2940.fas	OG0003485	Pa_2_6240
2941 alignments/orthologs2941.fas	OG0003486	Pa_2_6250
2942 alignments/orthologs2942.fas	OG0003487	Pa_2_6265
2943 alignments/orthologs2943.fas	OG0003488	Pa_2_6276
2944 alignments/orthologs2944.fas	OG0003489	Pa_2_6278
2945 alignments/orthologs2945.fas	OG0003490	Pa_2_6280
2946 alignments/orthologs2946.fas	OG0003491	Pa_2_6285
2947 alignments/orthologs2947.fas	OG0003492	Pa_2_6290
2948 alignments/orthologs2948.fas	OG0003493	Pa_2_6300
2949 alignments/orthologs2949.fas	OG0003494	Pa_2_6310
2950 alignments/orthologs2950.fas	OG0003495	Pa_2_6320
2951 alignments/orthologs2951.fas	OG0003496	Pa_2_6330
2952 alignments/orthologs2952.fas	OG0003497	Pa_2_6340
2953 alignments/orthologs2953.fas	OG0003498	Pa_2_6360
2954 alignments/orthologs2954.fas	OG0003499	Pa_2_6370
2955 alignments/orthologs2955.fas	OG0003500	Pa_2_6380
2956 alignments/orthologs2956.fas	OG0003501	Pa_2_6390
2957 alignments/orthologs2957.fas	OG0003502	Pa_2_6400
2958 alignments/orthologs2958.fas	OG0003503	Pa_2_6410
2959 alignments/orthologs2959.fas	OG0003504	Pa_2_6420
2960 alignments/orthologs2960.fas	OG0003505	Pa_2_6430
2961 alignments/orthologs2961.fas	OG0003506	Pa_2_6440
2962 alignments/orthologs2962.fas	OG0003507	Pa_2_6450
2963 alignments/orthologs2963.fas	OG0003508	Pa_2_6460
2964 alignments/orthologs2964.fas	OG0003509	Pa_2_6470
2965 alignments/orthologs2965.fas	OG0003510	Pa_2_6485
2966 alignments/orthologs2966.fas	OG0003511	Pa_2_6490
2967 alignments/orthologs2967.fas	OG0003512	Pa_2_6500
2968 alignments/orthologs2968.fas	OG0003513	Pa_2_6505
2969 alignments/orthologs2969.fas	OG0003514	Pa_2_6510
2970 alignments/orthologs2970.fas	OG0003515	Pa_2_6520
2971 alignments/orthologs2971.fas	OG0003516	Pa_2_6530
2972 alignments/orthologs2972.fas	OG0003517	Pa_2_6540
2973 alignments/orthologs2973.fas	OG0003518	Pa_2_6550
2974 alignments/orthologs2974.fas	OG0003519	Pa_2_6560
2975 alignments/orthologs2975.fas	OG0003520	Pa_2_6570
2976 alignments/orthologs2976.fas	OG0003521	Pa_2_6580
2977 alignments/orthologs2977.fas	OG0003522	Pa_2_6590
2978 alignments/orthologs2978.fas	OG0003523	Pa_2_6600
2979 alignments/orthologs2979.fas	OG0003524	Pa_2_6610
2980 alignments/orthologs2980.fas	OG0003525	Pa_2_6620
2981 alignments/orthologs2981.fas	OG0003526	Pa_2_6630
2982 alignments/orthologs2982.fas	OG0003527	Pa_2_6640
2983 alignments/orthologs2983.fas	OG0003528	Pa_2_6655
2984 alignments/orthologs2984.fas	OG0003529	Pa_2_6657
2985 alignments/orthologs2985.fas	OG0003530	Pa_2_6660
2986 alignments/orthologs2986.fas	OG0003532	Pa_2_6695
2987 alignments/orthologs2987.fas	OG0003533	Pa_2_6700
2988 alignments/orthologs2988.fas	OG0003534	Pa_2_6710
2989 alignments/orthologs2989.fas	OG0003535	Pa_2_6720
2990 alignments/orthologs2990.fas	OG0003536	Pa_2_6730
2991 alignments/orthologs2991.fas	OG0003537	Pa_2_6750
2992 alignments/orthologs2992.fas	OG0003538	Pa_2_6760
2993 alignments/orthologs2993.fas	OG0003539	Pa_2_6770
2994 alignments/orthologs2994.fas	OG0003540	Pa_2_6780
2995 alignments/orthologs2995.fas	OG0003541	Pa_2_6785
2996 alignments/orthologs2996.fas	OG0003542	Pa_2_6790
2997 alignments/orthologs2997.fas	OG0003543	Pa_2_6810
2998 alignments/orthologs2998.fas	OG0003544	Pa_2_6820
2999 alignments/orthologs2999.fas	OG0003545	Pa_2_6830
3000 alignments/orthologs3000.fas	OG0003546	Pa_2_6890
3001 alignments/orthologs3001.fas	OG0003547	Pa_2_6895
3002 alignments/orthologs3002.fas	OG0003548	Pa_2_6900
3003 alignments/orthologs3003.fas	OG0003549	Pa_2_6910
3004 alignments/orthologs3004.fas	OG0003550	Pa_2_6920
3005 alignments/orthologs3005.fas	OG0003551	Pa_2_6930
3006 alignments/orthologs3006.fas	OG0003552	Pa_2_6950
3007 alignments/orthologs3007.fas	OG0003553	Pa_2_6960
3008 alignments/orthologs3008.fas	OG0003554	Pa_2_6975
3009 alignments/orthologs3009.fas	OG0003555	Pa_2_6977
3010 alignments/orthologs3010.fas	OG0003556	Pa_2_6980
3011 alignments/orthologs3011.fas	OG0003557	Pa_2_6985
3012 alignments/orthologs3012.fas	OG0003558	Pa_2_6990
3013 alignments/orthologs3013.fas	OG0003559	Pa_2_6995
3014 alignments/orthologs3014.fas	OG0003560	Pa_2_7000
3015 alignments/orthologs3015.fas	OG0003561	Pa_2_7010
3016 alignments/orthologs3016.fas	OG0003562	Pa_2_7020
3017 alignments/orthologs3017.fas	OG0003563	Pa_2_7040
3018 alignments/orthologs3018.fas	OG0003564	Pa_2_7050
3019 alignments/orthologs3019.fas	OG0003565	Pa_2_7060
3020 alignments/orthologs3020.fas	OG0003566	Pa_2_7070
3021 alignments/orthologs3021.fas	OG0003567	Pa_2_7080
3022 alignments/orthologs3022.fas	OG0003568	Pa_2_7090
3023 alignments/orthologs3023.fas	OG0003569	Pa_2_7120
3024 alignments/orthologs3024.fas	OG0003570	Pa_2_7130
3025 alignments/orthologs3025.fas	OG0003571	Pa_2_7140
3026 alignments/orthologs3026.fas	OG0003572	Pa_2_7150
3027 alignments/orthologs3027.fas	OG0003573	Pa_2_7160
3028 alignments/orthologs3028.fas	OG0003574	Pa_2_7170
3029 alignments/orthologs3029.fas	OG0003575	Pa_2_7180
3030 alignments/orthologs3030.fas	OG0003576	Pa_2_7185
3031 alignments/orthologs3031.fas	OG0003577	Pa_2_7186
3032 alignments/orthologs3032.fas	OG0003578	Pa_2_7190
3033 alignments/orthologs3033.fas	OG0003579	Pa_2_7195
3034 alignments/orthologs3034.fas	OG0003580	Pa_2_7200
3035 alignments/orthologs3035.fas	OG0003581	Pa_2_7210
3036 alignments/orthologs3036.fas	OG0003582	Pa_2_7220
3037 alignments/orthologs3037.fas	OG0003583	Pa_2_7250
3038 alignments/orthologs3038.fas	OG0003584	Pa_2_7255
3039 alignments/orthologs3039.fas	OG0003585	Pa_2_7260
3040 alignments/orthologs3040.fas	OG0003586	Pa_2_7270
3041 alignments/orthologs3041.fas	OG0003587	Pa_2_7280
3042 alignments/orthologs3042.fas	OG0003588	Pa_2_7290
3043 alignments/orthologs3043.fas	OG0003589	Pa_2_7320
3044 alignments/orthologs3044.fas	OG0003590	Pa_2_7325
3045 alignments/orthologs3045.fas	OG0003591	Pa_2_7330
3046 alignments/orthologs3046.fas	OG0003592	Pa_2_7340
3047 alignments/orthologs3047.fas	OG0003593	Pa_2_7350
3048 alignments/orthologs3048.fas	OG0003594	Pa_2_7360
3049 alignments/orthologs3049.fas	OG0003595	Pa_2_7370
3050 alignments/orthologs3050.fas	OG0003596	Pa_2_7380
3051 alignments/orthologs3051.fas	OG0003597	Pa_2_7390
3052 alignments/orthologs3052.fas	OG0003598	Pa_2_7400
3053 alignments/orthologs3053.fas	OG0003599	Pa_2_7420
3054 alignments/orthologs3054.fas	OG0003600	Pa_2_7430
3055 alignments/orthologs3055.fas	OG0003601	Pa_2_7440
3056 alignments/orthologs3056.fas	OG0003602	Pa_2_7450
3057 alignments/orthologs3057.fas	OG0003603	Pa_2_7455
3058 alignments/orthologs3058.fas	OG0003604	Pa_2_7460
3059 alignments/orthologs3059.fas	OG0003605	Pa_2_7470
3060 alignments/orthologs3060.fas	OG0003606	Pa_2_7480
3061 alignments/orthologs3061.fas	OG0003607	Pa_2_7490
3062 alignments/orthologs3062.fas	OG0003608	Pa_2_7500
3063 alignments/orthologs3063.fas	OG0003609	Pa_2_7520
3064 alignments/orthologs3064.fas	OG0003610	Pa_2_7555
3065 alignments/orthologs3065.fas	OG0003611	Pa_2_7560
3066 alignments/orthologs3066.fas	OG0003612	Pa_2_7570
3067 alignments/orthologs3067.fas	OG0003613	Pa_2_7580
3068 alignments/orthologs3068.fas	OG0003614	Pa_2_7590
3069 alignments/orthologs3069.fas	OG0003615	Pa_2_7605
3070 alignments/orthologs3070.fas	OG0003616	Pa_2_7600
3071 alignments/orthologs3071.fas	OG0003617	Pa_2_7610
3072 alignments/orthologs3072.fas	OG0003618	Pa_2_7614
3073 alignments/orthologs3073.fas	OG0003619	Pa_2_7660
3074 alignments/orthologs3074.fas	OG0003620	Pa_2_7670
3075 alignments/orthologs3075.fas	OG0003621	Pa_2_7680
3076 alignments/orthologs3076.fas	OG0003622	Pa_2_7740
3077 alignments/orthologs3077.fas	OG0003623	Pa_2_7750
3078 alignments/orthologs3078.fas	OG0003624	Pa_2_7760
3079 alignments/orthologs3079.fas	OG0003625	Pa_2_7763
3080 alignments/orthologs3080.fas	OG0003626	Pa_2_7765
